S_No,INV_NO,INV_MONTH,INV_TYPE,CUSTOMER_NUMBER,CUSTOMER_NAME,ORDER_NUMBER,ORDER_TYPE,UNIT_CD,INV_VALUE,SALESREP,PROD_CODE,PROD_GROUP,PRICE_LIST,YY_MM,SAL_COM_NEW,SAL_COM_PER,SAL_COM_VL,SAL_COM_SSIL
1691,1212400421,Jun-24,U12-Machine-Domestic,464002,ARIHANT SPINNING MILLS,210012374,TMD Machines Domestic UN2,12,1791400,"TMD-Chandigarh-VL, SalesMgr",9989,SPINPACT,TMDMC-DOMESTIC-MAY-2023(with incentive),202406,53742,3,40306.5,13435.5
1692,1212400420,Jun-24,U12-Machine-Domestic,464002,ARIHANT SPINNING MILLS,210012374,TMD Machines Domestic UN2,12,1791400,"TMD-Chandigarh-VL, SalesMgr",9989,SPINPACT,TMDMC-DOMESTIC-MAY-2023(with incentive),202406,53742,3,40306.5,13435.5
1693,1212400419,Jun-24,U12-Machine-Domestic,472395,SRI LAKSHMI TEXTILES,210012467,TMD Machines Domestic UN2,12,1466240,"TMD-Coimbatore SU-VL, SalesEngnr",9979,SPINPACT,TMDMC-DOMESTIC-MAY-2023(with incentive),202406,43987.2,3,32990.4,10996.8
1694,1212400404,Jun-24,U12-Machine-Domestic,467147,SPINWORX INDIA PVT LTD,210012140,TMD Machines Domestic UN2,12,90700,"TMD-Indore-VL, SalesEngnr",52,BLOW ROOM,TMDMC-DOMESTIC-AUG-2023(without incentive),202406,3628,4,2721,907
1695,1212400393,Jun-24,U12-Machine-Domestic,467147,SPINWORX INDIA PVT LTD,210012140,TMD Machines Domestic UN2,12,90700,"TMD-Indore-VL, SalesEngnr",52,BLOW ROOM,TMDMC-DOMESTIC-AUG-2023(without incentive),202406,3628,4,2721,907
1696,1112400595,Jun-24,U11-Machine-Domestic,422160,HARIPRIYA SPINNING MILL PVT LTD,110010365,TMD Machines Domestic UN1,11,4869100,"TMD-Ahmedabad-VL, SalesEngnr",487,COMBER,TMDMC-DOMESTIC-AUG-2023(without incentive),202406,194764,4,146073,48691
1697,1112400592,Jun-24,U11-Machine-Domestic,467186,SONA TEXTILES PVT. LTD.,110010406,TMD Machines Domestic UN1,11,3288600,"TMD-Indore-VL, SalesEngnr",255,CARDING,TMDMC-DOMESTIC-AUG-2023(without incentive),202406,131544,4,98658,32886
1698,1112400591,Jun-24,U11-Machine-Domestic,473147,"MANCHESTER TEXTILE PVT LTD.,",110010168,TMD Machines Domestic UN1,11,5516900,"TMD-Coimbatore ND-VL, SalesEngnr",549,SPEED FRAME,TMDMC-DOMESTIC-AUG-2023(without incentive),202406,165507,3,124130.25,41376.75
1699,1112400582,Jun-24,U11-Machine-Domestic,443005,BHILOSA INDUSTRIES PVT LTD,110009630,TMD Machines Domestic UN1,11,2937800,"TMD-Mumbai-VL, SalesEngnr",335,DRAW FRAME,TMDMC-DOMESTIC-AUG-2023(without incentive),202406,117512,4,88134,29378
1700,1112400578,Jun-24,U11-Machine-Domestic,471095,SREE KARPAGAMBAL MILLS LTD,110011089,TMD Machines Domestic UN1,11,3351200,"TMD-Madurai-VL, SalesEngnr",255,CARDING,TMDMC-DOMESTIC-MAY-2023(with incentive),202406,134048,4,100536,33512
1701,1112400576,Jun-24,U11-Machine-Domestic,428002,"ARISHT SPINNING MILLS.,",110011225,TMD Machines Domestic UN1,11,7691300,"TMD-Chandigarh-VL, SalesMgr",551,SPEED FRAME,TMDMC-DOMESTIC-MAY-2023(with incentive),202406,230739,3,173054.25,57684.75
1702,1212400386,Jun-24,U12-Machine-Domestic,467147,SPINWORX INDIA PVT LTD,210012140,TMD Machines Domestic UN2,12,1422300,"TMD-Indore-VL, SalesEngnr",157,BLOW ROOM,TMDMC-DOMESTIC-AUG-2023(without incentive),202406,56892,4,42669,14223
1703,1212400418,Jun-24,U12-Machine-Domestic,431020,BLOOMTEX INDUSTRIES PRIVATE LIMITED,210012086,TMD Machines Domestic UN2,12,9350750,"TMD-Chandigarh D-VL, SalesEngnr",675,RING FRAME,TMDMC-DOMESTIC-AUG-2023(without incentive),202406,280522.5,3,210391.88,70130.62
1704,1112400569,Jun-24,U11-Machine-Domestic,404200,CHOWDARY SPINNERS PRIVATE LIMITED,110011277,TMD Machines Domestic UN1,11,1457800,"TMD-Hyderabad-VL, SalesEngnr",380,DRAW FRAME,TMDMC-DOMESTIC-MAY-2023(with incentive),202406,58312,4,43734,14578
1705,1212400365,Jun-24,U12-Machine-Domestic,422167,SHREEJI YARN SPINNING MILLS PRIVATE LIMITED,210011854,TMD Machines Domestic UN2,12,11503068,"TMD-Ahmedabad-VL, SalesEngnr",675,RING FRAME,TMDMC-DOMESTIC-AUG-2023(without incentive),202406,345092.04,3,258819.03,86273.01
1706,1212400357,Jun-24,U12-Machine-Domestic,467011,BANSWARA SYNTEX LTD,210012042,TMD Machines Domestic UN2,12,60900,"TMD-Indore-VL, SalesEngnr",187,BLOW ROOM,TMDMC-DOMESTIC-AUG-2023(without incentive),202406,2436,4,1827,609
1707,1212400352,Jun-24,U12-Machine-Domestic,467011,BANSWARA SYNTEX LTD,210012042,TMD Machines Domestic UN2,12,23500,"TMD-Indore-VL, SalesEngnr",40,BLOW ROOM,TMDMC-DOMESTIC-AUG-2023(without incentive),202406,940,4,705,235
1708,1112400557,Jun-24,U11-Machine-Domestic,422166,SUNIDHI SPINNING LLP,110010844,TMD Machines Domestic UN1,11,4029900,"TMD-Ahmedabad-VL, SalesEngnr",255,CARDING,TMDMC-DOMESTIC-AUG-2023(without incentive),202406,161196,4,120897,40299
1709,1112400556,Jun-24,U11-Machine-Domestic,422166,SUNIDHI SPINNING LLP,110010844,TMD Machines Domestic UN1,11,2408900,"TMD-Ahmedabad-VL, SalesEngnr",389,DRAW FRAME,TMDMC-DOMESTIC-AUG-2023(without incentive),202406,96356,4,72267,24089
1710,1112400553,Jun-24,U11-Machine-Domestic,422166,SUNIDHI SPINNING LLP,110010844,TMD Machines Domestic UN1,11,3288600,"TMD-Ahmedabad-VL, SalesEngnr",255,CARDING,TMDMC-DOMESTIC-AUG-2023(without incentive),202406,131544,4,98658,32886
1711,1112400552,Jun-24,U11-Machine-Domestic,467174,"SANGAM (INDIA) LTD.,",110011242,TMD Machines Domestic UN1,11,2444200,"TMD-Indore-VL, SalesEngnr",389,DRAW FRAME,TMDMC-DOMESTIC-MAY-2023(with incentive),202406,97768,4,73326,24442
1712,1112400540,Jun-24,U11-Machine-Domestic,426230,DSY COTSPIN PRIVATE LIMITED,110011249,TMD Machines Domestic UN1,11,2827600,"TMD-Chandigarh D-VL, SalesEngnr",255,CARDING,TMDMC-DOMESTIC-MAY-2023(with incentive),202406,113104,4,84828,28276
1713,1212400344,Jun-24,U12-Machine-Domestic,467174,"SANGAM (INDIA) LTD.,",210012390,TMD Machines Domestic UN2,12,140700,"TMD-Indore-VL, SalesEngnr",24,BLOW ROOM,TMDMC-DOMESTIC-MAY-2023(with incentive),202406,5628,4,4221,1407
1714,1212400341,Jun-24,U12-Machine-Domestic,467174,"SANGAM (INDIA) LTD.,",210012390,TMD Machines Domestic UN2,12,235000,"TMD-Indore-VL, SalesEngnr",60,BLOW ROOM,TMDMC-DOMESTIC-MAY-2023(with incentive),202406,9400,4,7050,2350
1715,1212400336,Jun-24,U12-Machine-Domestic,422166,SUNIDHI SPINNING LLP,210011852,TMD Machines Domestic UN2,12,103100,"TMD-Ahmedabad-VL, SalesEngnr",51,BLOW ROOM,TMDMC-DOMESTIC-AUG-2023(without incentive),202406,4124,4,3093,1031
1716,1112400530,Jun-24,U11-Machine-Domestic,471095,SREE KARPAGAMBAL MILLS LTD,110011089,TMD Machines Domestic UN1,11,1469000,"TMD-Madurai-VL, SalesEngnr",380,DRAW FRAME,TMDMC-DOMESTIC-MAY-2023(with incentive),202406,58760,4,44070,14690
1717,1212400330,Jun-24,U12-Machine-Domestic,422166,SUNIDHI SPINNING LLP,210011852,TMD Machines Domestic UN2,12,60900,"TMD-Ahmedabad-VL, SalesEngnr",187,BLOW ROOM,TMDMC-DOMESTIC-AUG-2023(without incentive),202406,2436,4,1827,609
1718,1212400327,Jun-24,U12-Machine-Domestic,422166,SUNIDHI SPINNING LLP,210011852,TMD Machines Domestic UN2,12,60900,"TMD-Ahmedabad-VL, SalesEngnr",187,BLOW ROOM,TMDMC-DOMESTIC-AUG-2023(without incentive),202406,2436,4,1827,609
1719,1112400525,Jun-24,U11-Machine-Domestic,443133,VISHWATRIVENI COTSPIN PRIVATE LIMITED,110011002,TMD Machines Domestic UN1,11,1457800,"TMD-Nagpur-VL, SalesEngnr",380,DRAW FRAME,TMDMC-DOMESTIC-AUG-2023(without incentive),202406,58312,4,43734,14578
1720,1112400519,Jun-24,U11-Machine-Domestic,443133,VISHWATRIVENI COTSPIN PRIVATE LIMITED,110011002,TMD Machines Domestic UN1,11,2397700,"TMD-Nagpur-VL, SalesEngnr",389,DRAW FRAME,TMDMC-DOMESTIC-AUG-2023(without incentive),202406,95908,4,71931,23977
1721,1212400313,Jun-24,U12-Machine-Domestic,443005,BHILOSA INDUSTRIES PVT LTD,210010466,TMD Machines Domestic UN2,12,179000,"TMD-Mumbai-VL, SalesEngnr",186,BLOW ROOM,TMDMC-DOMESTIC-AUG-2023(without incentive),202406,7160,4,5370,1790
1722,1112400512,Jun-24,U11-Machine-Domestic,471095,SREE KARPAGAMBAL MILLS LTD,110011089,TMD Machines Domestic UN1,11,3351200,"TMD-Madurai-VL, SalesEngnr",255,CARDING,TMDMC-DOMESTIC-MAY-2023(with incentive),202406,134048,4,100536,33512
1723,1112400509,Jun-24,U11-Machine-Domestic,478003,S D POLYTECH PRIVATE LIMITED,110010729,TMD Machines Domestic UN1,11,3435600,"TMD-Delhi-VL, SalesEngnr",255,CARDING,TMDMC-DOMESTIC-AUG-2023(without incentive),202406,137424,4,103068,34356
1724,1212400304,Jun-24,U12-Machine-Domestic,440110,MANJEET COTTON PRIVATE LIMITED,210012365,TMD Machines Domestic UN2,12,2159900,"TMD-Kolhapur-VL, SalesEngnr",9986,SPINPACT,TMDMC-DOMESTIC-MAY-2023(with incentive),202406,64797,3,48597.75,16199.25
1725,1112400507,Jun-24,U11-Machine-Domestic,473147,"MANCHESTER TEXTILE PVT LTD.,",110010168,TMD Machines Domestic UN1,11,3205600,"TMD-Coimbatore ND-VL, SalesEngnr",255,CARDING,TMDMC-DOMESTIC-AUG-2023(without incentive),202406,128224,4,96168,32056
1726,1212400300,Jun-24,U12-Machine-Domestic,440110,MANJEET COTTON PRIVATE LIMITED,210012365,TMD Machines Domestic UN2,12,2159900,"TMD-Kolhapur-VL, SalesEngnr",9986,SPINPACT,TMDMC-DOMESTIC-MAY-2023(with incentive),202406,64797,3,48597.75,16199.25
1727,1212400298,Jun-24,U12-Machine-Domestic,470331,SHREEGIRI SPINNERS PRIVATE LIMITED,210011218,TMD Machines Domestic UN2,12,1819584,"TMD-Coimbatore Nr-SSIL, SalesEngr",9979,SPINPACT,TMDMC-DOMESTIC-AUG-2023(without incentive),202406,54587.52,3,40940.64,13646.88
1728,1112400494,Jun-24,U11-Machine-Domestic,416030,"MARAL OVERSEAS LTD,",110010809,TMD Machines Domestic UN1,11,2686100,"TMD-Indore-VL, SalesEngnr",255,CARDING,TMDMC-DOMESTIC-AUG-2023(without incentive),202406,107444,4,80583,26861
1729,1212400294,Jun-24,U12-Machine-Domestic,416030,"MARAL OVERSEAS LTD,",210012449,TMD Machines Domestic UN2,12,98000,"TMD-Indore-VL, SalesEngnr",45,BLOW ROOM,TMDMC-DOMESTIC-MAY-2023(with incentive),202406,3920,4,2940,980
1730,1212400292,Jun-24,U12-Machine-Domestic,467011,BANSWARA SYNTEX LTD,210011864,TMD Machines Domestic UN2,12,6016632,"TMD-Indore-VL, SalesEngnr",675,RING FRAME,TMDMC-DOMESTIC-AUG-2023(without incentive),202406,180498.96,3,135374.22,45124.74
1731,1212400288,Jun-24,U12-Machine-Domestic,471365,K.K.P SPINNING MILLS PRIVATE LIMITED,210012310,TMD Machines Domestic UN2,12,704900,"TMD-Salem-VL, Sales Engr.",156,BLOW ROOM,TMDMC-DOMESTIC-MAY-2023(with incentive),202406,28196,4,21147,7049
1732,1212400290,Jun-24,U12-Machine-Domestic,464422,T.C. SPINNERS PVT LTD,210012418,TMD Machines Domestic UN2,12,2159900,"TMD-Chandigarh-VL, SalesMgr",9989,SPINPACT,TMDMC-DOMESTIC-MAY-2023(with incentive),202406,64797,3,48597.75,16199.25
1733,1212400284,Jun-24,U12-Machine-Domestic,473300,"SOMANUR KALPANA COTTON (INDIA) P LTD.,",210012406,TMD Machines Domestic UN2,12,92500,"TMD-Coimbatore ND-VL, SalesEngnr",52,BLOW ROOM,TMDMC-DOMESTIC-MAY-2023(with incentive),202406,3700,4,2775,925
1734,1212400277,Jun-24,U12-Machine-Domestic,485013,"COIMBATORE POLYTEX PVT LTD.,",210011810,TMD Machines Domestic UN2,12,8735700,"TMD-Coimbatore SU-VL, SalesEngnr",676,RING FRAME,TMDMC-DOMESTIC-AUG-2023(without incentive),202406,262071,3,196553.25,65517.75
1735,1212400426,Jun-24,U12-Machine-Domestic,426180,SATYAM YARN,210011403,TMD Machines Domestic UN2,12,2278000,"TMD-Delhi-VL, SalesEngnr",174,BLOW ROOM,TMDMC-DOMESTIC-AUG-2023(without incentive),202406,91120,4,68340,22780
1736,1212400425,Jun-24,U12-Machine-Domestic,422027,ARVIND LIMITED(UNIT-ASOKA SPINTEX),210012423,TMD Machines Domestic UN2,12,1922700,"TMD-Ahmedabad-VL, SalesEngnr",126,BLOW ROOM,TMDMC-DOMESTIC-MAY-2023(with incentive),202406,76908,4,57681,19227
1737,1112400608,Jun-24,U11-Machine-Domestic,473147,"MANCHESTER TEXTILE PVT LTD.,",110010168,TMD Machines Domestic UN1,11,5199800,"TMD-Coimbatore ND-VL, SalesEngnr",487,COMBER,TMDMC-DOMESTIC-AUG-2023(without incentive),202406,207992,4,155994,51998
1738,1212400388,Jun-24,U12-Machine-Domestic,467147,SPINWORX INDIA PVT LTD,210012140,TMD Machines Domestic UN2,12,51800,"TMD-Indore-VL, SalesEngnr",49,BLOW ROOM,TMDMC-DOMESTIC-AUG-2023(without incentive),202406,2072,4,1554,518
1739,1212400403,Jun-24,U12-Machine-Domestic,467147,SPINWORX INDIA PVT LTD,210012140,TMD Machines Domestic UN2,12,90700,"TMD-Indore-VL, SalesEngnr",52,BLOW ROOM,TMDMC-DOMESTIC-AUG-2023(without incentive),202406,3628,4,2721,907
1740,1212400348,Jun-24,U12-Machine-Domestic,422151,DRASHTI COTSPIN PVT.LTD,210012421,TMD Machines Domestic UN2,12,3228400,"TMD-Ahmedabad-VL, SalesEngnr",9989,SPINPACT,TMDMC-DOMESTIC-MAY-2023(with incentive),202406,96852,3,72639,24213
1741,1112400541,Jun-24,U11-Machine-Domestic,426230,DSY COTSPIN PRIVATE LIMITED,110011249,TMD Machines Domestic UN1,11,673400,"TMD-Chandigarh D-VL, SalesEngnr",721,CARDING,TMDMC-DOMESTIC-MAY-2023(with incentive),202406,26936,4,20202,6734
1742,1212400338,Jun-24,U12-Machine-Domestic,422166,SUNIDHI SPINNING LLP,210011852,TMD Machines Domestic UN2,12,103100,"TMD-Ahmedabad-VL, SalesEngnr",51,BLOW ROOM,TMDMC-DOMESTIC-AUG-2023(without incentive),202406,4124,4,3093,1031
1743,1212400328,Jun-24,U12-Machine-Domestic,422166,SUNIDHI SPINNING LLP,210011852,TMD Machines Domestic UN2,12,44700,"TMD-Ahmedabad-VL, SalesEngnr",48,BLOW ROOM,TMDMC-DOMESTIC-AUG-2023(without incentive),202406,1788,4,1341,447
1744,1212400320,Jun-24,U12-Machine-Domestic,467011,BANSWARA SYNTEX LTD,210012042,TMD Machines Domestic UN2,12,881200,"TMD-Indore-VL, SalesEngnr",125,BLOW ROOM,TMDMC-DOMESTIC-AUG-2023(without incentive),202406,35248,4,26436,8812
1745,1112400516,Jun-24,U11-Machine-Domestic,422167,SHREEJI YARN SPINNING MILLS PRIVATE LIMITED,110010846,TMD Machines Domestic UN1,11,3288600,"TMD-Ahmedabad-VL, SalesEngnr",255,CARDING,TMDMC-DOMESTIC-AUG-2023(without incentive),202406,131544,4,98658,32886
1746,1212400315,Jun-24,U12-Machine-Domestic,443005,BHILOSA INDUSTRIES PVT LTD,210010466,TMD Machines Domestic UN2,12,179000,"TMD-Mumbai-VL, SalesEngnr",186,BLOW ROOM,TMDMC-DOMESTIC-AUG-2023(without incentive),202406,7160,4,5370,1790
1747,1212400314,Jun-24,U12-Machine-Domestic,443005,BHILOSA INDUSTRIES PVT LTD,210010466,TMD Machines Domestic UN2,12,142500,"TMD-Mumbai-VL, SalesEngnr",186,BLOW ROOM,TMDMC-DOMESTIC-AUG-2023(without incentive),202406,5700,4,4275,1425
1748,1212400310,Jun-24,U12-Machine-Domestic,443005,BHILOSA INDUSTRIES PVT LTD,210010466,TMD Machines Domestic UN2,12,335100,"TMD-Mumbai-VL, SalesEngnr",186,BLOW ROOM,TMDMC-DOMESTIC-AUG-2023(without incentive),202406,13404,4,10053,3351
1749,1212400306,Jun-24,U12-Machine-Domestic,443005,BHILOSA INDUSTRIES PVT LTD,210010466,TMD Machines Domestic UN2,12,320000,"TMD-Mumbai-VL, SalesEngnr",60,BLOW ROOM,TMDMC-DOMESTIC-AUG-2023(without incentive),202406,12800,4,9600,3200
1750,1112400510,Jun-24,U11-Machine-Domestic,471095,SREE KARPAGAMBAL MILLS LTD,110011089,TMD Machines Domestic UN1,11,3351200,"TMD-Madurai-VL, SalesEngnr",255,CARDING,TMDMC-DOMESTIC-MAY-2023(with incentive),202406,134048,4,100536,33512
1751,1112400497,Jun-24,U11-Machine-Domestic,416030,"MARAL OVERSEAS LTD,",110010809,TMD Machines Domestic UN1,11,660800,"TMD-Indore-VL, SalesEngnr",721,CARDING,TMDMC-DOMESTIC-AUG-2023(without incentive),202406,26432,4,19824,6608
1752,1212400293,Jun-24,U12-Machine-Domestic,467011,BANSWARA SYNTEX LTD,210011864,TMD Machines Domestic UN2,12,6016632,"TMD-Indore-VL, SalesEngnr",675,RING FRAME,TMDMC-DOMESTIC-AUG-2023(without incentive),202406,180498.96,3,135374.22,45124.74
1753,1212400278,Jun-24,U12-Machine-Domestic,467011,BANSWARA SYNTEX LTD,210011864,TMD Machines Domestic UN2,12,6016632,"TMD-Indore-VL, SalesEngnr",675,RING FRAME,TMDMC-DOMESTIC-AUG-2023(without incentive),202406,180498.96,3,135374.22,45124.74
1754,1112400623,Jun-24,U11-Machine-Domestic,426194,LOMA COTSPIN PRIVATE LIMITED,110011196,TMD Machines Domestic UN1,11,2724000,"TMD-Delhi-VL, SalesEngnr",256,CARDING,TMDMC-DOMESTIC-AUG-2023(without incentive),202406,108960,4,81720,27240
1755,1112400619,Jun-24,U11-Machine-Domestic,426180,SATYAM YARN,110010498,TMD Machines Domestic UN1,11,3384800,"TMD-Delhi-VL, SalesEngnr",256,CARDING,TMDMC-DOMESTIC-AUG-2023(without incentive),202406,135392,4,101544,33848
1756,1112400616,Jun-24,U11-Machine-Domestic,473147,"MANCHESTER TEXTILE PVT LTD.,",110010168,TMD Machines Domestic UN1,11,5199800,"TMD-Coimbatore ND-VL, SalesEngnr",487,COMBER,TMDMC-DOMESTIC-AUG-2023(without incentive),202406,207992,4,155994,51998
1757,1112400614,Jun-24,U11-Machine-Domestic,431021,RAMDAS ATHAVALE MAGASWARGIA KAPUS UTPA SHETKARI SA,110011011,TMD Machines Domestic UN1,11,2397700,"TMD-Nagpur-VL, SalesEngnr",389,DRAW FRAME,TMDMC-DOMESTIC-AUG-2023(without incentive),202406,95908,4,71931,23977
1758,1212400427,Jun-24,U12-Machine-Domestic,426180,SATYAM YARN,210011403,TMD Machines Domestic UN2,12,691700,"TMD-Delhi-VL, SalesEngnr",156,BLOW ROOM,TMDMC-DOMESTIC-AUG-2023(without incentive),202406,27668,4,20751,6917
1759,1212400414,Jun-24,U12-Machine-Domestic,478181,"PARTH THREAD PVT LTD.,",210012327,TMD Machines Domestic UN2,12,8635120,"TMD-Delhi-VL, SalesEngnr",675,RING FRAME,TMDMC-DOMESTIC-MAY-2023(with incentive),202406,259053.6,3,194290.2,64763.4
1760,1212400402,Jun-24,U12-Machine-Domestic,467147,SPINWORX INDIA PVT LTD,210012140,TMD Machines Domestic UN2,12,90700,"TMD-Indore-VL, SalesEngnr",52,BLOW ROOM,TMDMC-DOMESTIC-AUG-2023(without incentive),202406,3628,4,2721,907
1761,1212400398,Jun-24,U12-Machine-Domestic,467147,SPINWORX INDIA PVT LTD,210012140,TMD Machines Domestic UN2,12,103100,"TMD-Indore-VL, SalesEngnr",51,BLOW ROOM,TMDMC-DOMESTIC-AUG-2023(without incentive),202406,4124,4,3093,1031
1762,1112400606,Jun-24,U11-Machine-Domestic,478137,GESL SPINNERS PRIVATE LIMITED,110011027,TMD Machines Domestic UN1,11,3288600,"TMD-Delhi-VL, SalesEngnr",255,CARDING,TMDMC-DOMESTIC-AUG-2023(without incentive),202406,131544,4,98658,32886
1763,1112400581,Jun-24,U11-Machine-Domestic,443005,BHILOSA INDUSTRIES PVT LTD,110009630,TMD Machines Domestic UN1,11,3288600,"TMD-Mumbai-VL, SalesEngnr",255,CARDING,TMDMC-DOMESTIC-AUG-2023(without incentive),202406,131544,4,98658,32886
1764,1112400580,Jun-24,U11-Machine-Domestic,443005,BHILOSA INDUSTRIES PVT LTD,110009630,TMD Machines Domestic UN1,11,2432800,"TMD-Mumbai-VL, SalesEngnr",389,DRAW FRAME,TMDMC-DOMESTIC-AUG-2023(without incentive),202406,97312,4,72984,24328
1765,1112400579,Jun-24,U11-Machine-Domestic,443005,BHILOSA INDUSTRIES PVT LTD,110009630,TMD Machines Domestic UN1,11,3288600,"TMD-Mumbai-VL, SalesEngnr",255,CARDING,TMDMC-DOMESTIC-AUG-2023(without incentive),202406,131544,4,98658,32886
1766,1212400384,Jun-24,U12-Machine-Domestic,431020,BLOOMTEX INDUSTRIES PRIVATE LIMITED,210012086,TMD Machines Domestic UN2,12,9350750,"TMD-Chandigarh D-VL, SalesEngnr",675,RING FRAME,TMDMC-DOMESTIC-AUG-2023(without incentive),202406,280522.5,3,210391.88,70130.62
1767,1212400378,Jun-24,U12-Machine-Domestic,467011,BANSWARA SYNTEX LTD,210011913,TMD Machines Domestic UN2,12,5662760,"TMD-Indore-VL, SalesEngnr",675,RING FRAME,TMDMC-DOMESTIC-AUG-2023(without incentive),202406,169882.8,3,127412.1,42470.7
1768,1212400371,Jun-24,U12-Machine-Domestic,473020,"ELLJAY TEXTILES P LTD.,",210012462,TMD Machines Domestic UN2,12,2159900,"TMD-Madurai-SSIL, Sales Engnr",9986,SPINPACT,TMDMC-DOMESTIC-MAY-2023(with incentive),202406,64797,3,48597.75,16199.25
1769,1212400368,Jun-24,U12-Machine-Domestic,422166,SUNIDHI SPINNING LLP,210011852,TMD Machines Domestic UN2,12,11503068,"TMD-Ahmedabad-VL, SalesEngnr",675,RING FRAME,TMDMC-DOMESTIC-AUG-2023(without incentive),202406,345092.04,3,258819.03,86273.01
1770,1112400562,Jun-24,U11-Machine-Domestic,471913,"THIAGARAJAR MILLS (P) LTD.,UNIT-III",110011146,TMD Machines Domestic UN1,11,3361600,"TMD-Madurai-VL, SalesEngnr",259,CARDING,TMDMC-DOMESTIC-MAY-2023(with incentive),202406,134464,4,100848,33616
1771,1212400363,Jun-24,U12-Machine-Domestic,467147,SPINWORX INDIA PVT LTD,210012140,TMD Machines Domestic UN2,12,90700,"TMD-Indore-VL, SalesEngnr",52,BLOW ROOM,TMDMC-DOMESTIC-AUG-2023(without incentive),202406,3628,4,2721,907
1772,1212400353,Jun-24,U12-Machine-Domestic,467011,BANSWARA SYNTEX LTD,210012042,TMD Machines Domestic UN2,12,314000,"TMD-Indore-VL, SalesEngnr",60,BLOW ROOM,TMDMC-DOMESTIC-AUG-2023(without incentive),202406,12560,4,9420,3140
1773,1112400555,Jun-24,U11-Machine-Domestic,422166,SUNIDHI SPINNING LLP,110010844,TMD Machines Domestic UN1,11,3288600,"TMD-Ahmedabad-VL, SalesEngnr",255,CARDING,TMDMC-DOMESTIC-AUG-2023(without incentive),202406,131544,4,98658,32886
1774,1112400546,Jun-24,U11-Machine-Domestic,467011,BANSWARA SYNTEX LTD,110010981,TMD Machines Domestic UN1,11,3228800,"TMD-Indore-VL, SalesEngnr",255,CARDING,TMDMC-DOMESTIC-AUG-2023(without incentive),202406,129152,4,96864,32288
1775,1212400333,Jun-24,U12-Machine-Domestic,422151,DRASHTI COTSPIN PVT.LTD,210012421,TMD Machines Domestic UN2,12,3228400,"TMD-Ahmedabad-VL, SalesEngnr",9989,SPINPACT,TMDMC-DOMESTIC-MAY-2023(with incentive),202406,96852,3,72639,24213
1776,1112400527,Jun-24,U11-Machine-Domestic,471095,SREE KARPAGAMBAL MILLS LTD,110011089,TMD Machines Domestic UN1,11,2479800,"TMD-Madurai-VL, SalesEngnr",389,DRAW FRAME,TMDMC-DOMESTIC-MAY-2023(with incentive),202406,99192,4,74394,24798
1777,1212400325,Jun-24,U12-Machine-Domestic,471699,"SRI HARIPRASATH TEXTILES P LTD,",210012015,TMD Machines Domestic UN2,12,1856700,"TMD-Salem-VL, Sales Engr.",9986,SPINPACT,TMDMC-DOMESTIC-AUG-2023(without incentive),202406,55701,3,41775.75,13925.25
1778,1112400513,Jun-24,U11-Machine-Domestic,467050,RSWM LIMITED,110011131,TMD Machines Domestic UN1,11,4841700,"TMD-Indore-VL, SalesEngnr",549,SPEED FRAME,TMDMC-DOMESTIC-MAY-2023(with incentive),202406,145251,3,108938.25,36312.75
1779,1212400311,Jun-24,U12-Machine-Domestic,443005,BHILOSA INDUSTRIES PVT LTD,210010466,TMD Machines Domestic UN2,12,142500,"TMD-Mumbai-VL, SalesEngnr",186,BLOW ROOM,TMDMC-DOMESTIC-AUG-2023(without incentive),202406,5700,4,4275,1425
1780,1212400307,Jun-24,U12-Machine-Domestic,443005,BHILOSA INDUSTRIES PVT LTD,210010466,TMD Machines Domestic UN2,12,942600,"TMD-Mumbai-VL, SalesEngnr",185,BLOW ROOM,TMDMC-DOMESTIC-AUG-2023(without incentive),202406,37704,4,28278,9426
1781,1112400508,Jun-24,U11-Machine-Domestic,471913,"THIAGARAJAR MILLS (P) LTD.,UNIT-III",110011211,TMD Machines Domestic UN1,11,352200,"TMD-Madurai-VL, SalesEngnr",9991,OTHERS,TMDMC-DOMESTIC-MAY-2023(with incentive),202406,14088,4,10566,3522
1782,1212400305,Jun-24,U12-Machine-Domestic,422275,BALKRISHNA SPINTEX PVT LTD,210012407,TMD Machines Domestic UN2,12,80300,"TMD-Ahmedabad-VL, SalesEngnr",184,BLOW ROOM,TMDMC-DOMESTIC-MAY-2023(with incentive),202406,3212,4,2409,803
1783,1212400303,Jun-24,U12-Machine-Domestic,470570,AMBERTEX UNIVERSAL SPINNING DIVISION,210012444,TMD Machines Domestic UN2,12,1529400,"TMD-Coimbatore ND-VL, SalesEngnr",9979,SPINPACT,TMDMC-DOMESTIC-MAY-2023(with incentive),202406,45882,3,34411.5,11470.5
1784,1212400301,Jun-24,U12-Machine-Domestic,471095,SREE KARPAGAMBAL MILLS LTD,210012173,TMD Machines Domestic UN2,12,10613980,"TMD-Madurai-VL, SalesEngnr",675,RING FRAME,TMDMC-DOMESTIC-MAY-2023(with incentive),202406,318419.4,3,238814.55,79604.85
1785,1112400500,Jun-24,U11-Machine-Domestic,467011,BANSWARA SYNTEX LTD,110010981,TMD Machines Domestic UN1,11,3228800,"TMD-Indore-VL, SalesEngnr",255,CARDING,TMDMC-DOMESTIC-AUG-2023(without incentive),202406,129152,4,96864,32288
